year,country,iso,value,note,source
2018,Afghanistan,AFG,No,,
2019,Afghanistan,AFG,No,,
2020,Afghanistan,AFG,No,,
2016,South Africa,ZAF,Yes,,
2017,South Africa,ZAF,Yes,,
2018,South Africa,ZAF,Yes,,
2019,South Africa,ZAF,Yes,,
2020,South Africa,ZAF,Yes,,
2015,Albania,ALB,No,,
2016,Albania,ALB,No,,
2017,Albania,ALB,No,,
2018,Albania,ALB,No,,
2019,Albania,ALB,No,,
2020,Albania,ALB,No,,
2015,Algeria,DZA,No,,
2016,Algeria,DZA,Yes,,
2017,Algeria,DZA,Yes,,
2018,Algeria,DZA,Yes,,
2019,Algeria,DZA,Yes,,
2020,Algeria,DZA,Yes,,
2016,Andorra,AND,No,,
2018,Argentina,ARG,No,,
2019,Argentina,ARG,No,,
2020,Argentina,ARG,No,,
2015,Armenia,ARM,No,,
2016,Armenia,ARM,No,,
2018,Armenia,ARM,No,,
2019,Armenia,ARM,No,,
2020,Armenia,ARM,No,,
2015,Saudi Arabia,SAU,No,,
2016,Saudi Arabia,SAU,Yes,,
2017,Saudi Arabia,SAU,No,,
2018,Saudi Arabia,SAU,No,,
2019,Saudi Arabia,SAU,No,,
2020,Saudi Arabia,SAU,Yes,,
2015,Australia,AUS,No,,
2017,Australia,AUS,No,,
2018,Australia,AUS,Yes,,
2019,Australia,AUS,Yes,,
2020,Australia,AUS,Yes,,
2015,Austria,AUT,No,,
2016,Austria,AUT,No,,
2017,Austria,AUT,No,,
2018,Austria,AUT,No,,
2019,Austria,AUT,No,,
2015,Azerbaijan,AZE,No,,
2016,Azerbaijan,AZE,No,,
2017,Azerbaijan,AZE,No,,
2018,Azerbaijan,AZE,No,,
2019,Azerbaijan,AZE,No,,
2020,Azerbaijan,AZE,No,,
2015,Brazil,BRA,Yes,,
2016,Brazil,BRA,Yes,,
2017,Brazil,BRA,Yes,,
2018,Brazil,BRA,Yes,,
2019,Brazil,BRA,Yes,,
2020,Brazil,BRA,Yes,,
2016,Bahamas,BHS,No,,
2019,Bahamas,BHS,No,,
2020,Bahamas,BHS,No,,
2016,Burundi,BDI,No,,
2019,Burundi,BDI,No,,
2020,Burundi,BDI,No,,
2015,Belgium,BEL,Yes,,
2016,Belgium,BEL,Yes,,
2017,Belgium,BEL,Yes,,
2018,Belgium,BEL,Yes,,
2019,Belgium,BEL,Yes,,
2020,Belgium,BEL,Yes,,
2016,Benin,BEN,No,,
2020,Benin,BEN,Yes,,
2015,Burkina Faso,BFA,No,,
2017,Burkina Faso,BFA,No,,
2018,Burkina Faso,BFA,No,,
2019,Burkina Faso,BFA,No,,
2015,Bangladesh,BGD,No,,
2018,Bangladesh,BGD,No,,
2020,Bangladesh,BGD,Yes,,
2018,Belarus,BLR,No,,
2020,Belarus,BLR,No,,
2016,Belize,BLZ,No,,
2019,Bolivia (Plurinational State of),BOL,No,,
2019,Botswana,BWA,No,,
2015,Myanmar,MMR,No,,
2017,Myanmar,MMR,No,,
2018,Myanmar,MMR,No,,
2019,Myanmar,MMR,No,,
2020,Myanmar,MMR,No,,
2018,Brunei Darussalam,BRN,No,,
2019,Brunei Darussalam,BRN,No,,
2016,Bhutan,BTN,No,,
2020,Bhutan,BTN,No,,
2015,Bulgaria,BGR,Yes,,
2016,Bulgaria,BGR,Yes,,
2017,Bulgaria,BGR,Yes,,
2018,Bulgaria,BGR,Yes,,
2019,Bulgaria,BGR,Yes,,
2020,Bulgaria,BGR,Yes,,
2019,Central African Rep.,CAF,No,,
2020,Central African Rep.,CAF,No,,
2015,Canada,CAN,No,,
2016,Canada,CAN,No,,
2015,Cambodia,KHM,No,,
2016,Cambodia,KHM,No,,
2017,Cambodia,KHM,No,,
2018,Cambodia,KHM,No,,
2019,Cambodia,KHM,No,,
2020,Cambodia,KHM,No,,
2018,Chile,CHL,Yes,,
2019,Chile,CHL,Yes,,
2020,Chile,CHL,Yes,,
2018,China,CHN,Yes,,
2019,China,CHN,Yes,,
2020,China,CHN,Yes,,
2018,Colombia,COL,No,,
2019,Colombia,COL,No,,
2020,Colombia,COL,No,,
2019,Sri Lanka,LKA,No,,
2020,Sri Lanka,LKA,Yes,,
2015,Cameroon,CMR,No,,
2019,Cameroon,CMR,No,,
2020,Cameroon,CMR,No,,
2017,Congo (Rep. of the),COG,Yes,,
2018,Congo (Rep. of the),COG,No,,
2019,Congo (Rep. of the),COG,No,,
2020,Congo (Rep. of the),COG,No,,
2016,Comoros,COM,No,,
2018,Comoros,COM,No,,
2019,Comoros,COM,No,,
2015,Cabo Verde,CPV,No,,
2016,Cabo Verde,CPV,No,,
2019,Cabo Verde,CPV,No,,
2020,Cabo Verde,CPV,No,,
2015,Costa Rica,CRI,No,,
2016,Costa Rica,CRI,No,,
2017,Costa Rica,CRI,No,,
2018,Costa Rica,CRI,No,,
2019,Costa Rica,CRI,Yes,,
2020,Costa Rica,CRI,Yes,,
2018,Cuba,CUB,No,,
2019,Cuba,CUB,No,,
2020,Cuba,CUB,No,,
2015,Cyprus,CYP,No,,
2016,Cyprus,CYP,No,,
2017,Cyprus,CYP,No,,
2018,Cyprus,CYP,No,,
2019,Cyprus,CYP,No,,
2020,Cyprus,CYP,No,,
2015,Germany,DEU,Yes,,
2016,Germany,DEU,Yes,,
2018,Germany,DEU,Yes,,
2019,Germany,DEU,Yes,,
2020,Germany,DEU,Yes,,
2016,Dominica,DMA,No,,
2019,Denmark,DNK,Yes,,
2015,Dominican Rep.,DOM,No,,
2016,Dominican Rep.,DOM,No,,
2017,Dominican Rep.,DOM,No,,
2018,Dominican Rep.,DOM,No,,
2019,Dominican Rep.,DOM,No,,
2020,Dominican Rep.,DOM,No,,
2015,Spain,ESP,Yes,,
2016,Spain,ESP,Yes,,
2017,Spain,ESP,Yes,,
2018,Spain,ESP,Yes,,
2019,Spain,ESP,Yes,,
2020,Spain,ESP,Yes,,
2015,Egypt,EGY,Yes,,
2016,Egypt,EGY,Yes,,
2019,Egypt,EGY,Yes,,
2020,Egypt,EGY,Yes,,
2018,Ecuador,ECU,No,,
2015,Estonia,EST,No,,
2016,Estonia,EST,Yes,,
2017,Estonia,EST,Yes,,
2018,Estonia,EST,Yes,,
2019,Estonia,EST,Yes,,
2020,Estonia,EST,Yes,,
2016,France,FRA,Yes,,
2017,France,FRA,Yes,,
2018,France,FRA,Yes,,
2019,France,FRA,Yes,,
