year,country,iso,value,note,source
2014,Afghanistan,AFG,No,,
2018,Afghanistan,AFG,No,,
2019,Afghanistan,AFG,No,,
2020,Afghanistan,AFG,No,,
2017,South Africa,ZAF,No,,
2018,South Africa,ZAF,No,,
2019,South Africa,ZAF,No,,
2020,South Africa,ZAF,No,,
2014,Albania,ALB,No,,
2015,Albania,ALB,No,,
2016,Albania,ALB,No,,
2017,Albania,ALB,No,,
2018,Albania,ALB,No,,
2019,Albania,ALB,No,,
2020,Albania,ALB,No,,
2015,Algeria,DZA,No,,
2016,Algeria,DZA,No,,
2017,Algeria,DZA,No,,
2018,Algeria,DZA,No,,
2019,Algeria,DZA,No,,
2020,Algeria,DZA,No,,
2015,Argentina,ARG,Yes,,
2020,Argentina,ARG,No,,
2013,Armenia,ARM,No,,
2014,Armenia,ARM,No,,
2015,Armenia,ARM,No,,
2016,Armenia,ARM,No,,
2018,Armenia,ARM,No,,
2019,Armenia,ARM,No,,
2020,Armenia,ARM,No,,
2012,Saudi Arabia,SAU,No,,
2013,Saudi Arabia,SAU,No,,
2014,Saudi Arabia,SAU,Yes,,
2015,Saudi Arabia,SAU,Yes,,
2016,Saudi Arabia,SAU,Yes,,
2017,Saudi Arabia,SAU,Yes,,
2018,Saudi Arabia,SAU,For certain licenses,,
2019,Saudi Arabia,SAU,For certain licenses,,
2020,Saudi Arabia,SAU,For certain licenses,,
2013,Antigua and Barbuda,ATG,No,,
2012,Australia,AUS,No,,
2013,Australia,AUS,No,,
2014,Australia,AUS,No,,
2015,Australia,AUS,No,,
2017,Australia,AUS,No,,
2018,Australia,AUS,No,,
2019,Australia,AUS,No,,
2020,Australia,AUS,No,,
2012,Austria,AUT,No,,
2013,Austria,AUT,No,,
2014,Austria,AUT,No,,
2015,Austria,AUT,No,,
2016,Austria,AUT,No,,
2017,Austria,AUT,No,,
2018,Austria,AUT,No,,
2019,Austria,AUT,No,,
2014,Azerbaijan,AZE,No,,
2015,Azerbaijan,AZE,No,,
2016,Azerbaijan,AZE,No,,
2017,Azerbaijan,AZE,No,,
2018,Azerbaijan,AZE,No,,
2019,Azerbaijan,AZE,No,,
2020,Azerbaijan,AZE,No,,
2012,Brazil,BRA,For certain licenses,,
2013,Brazil,BRA,For certain licenses,,
2014,Brazil,BRA,For certain licenses,,
2015,Brazil,BRA,For certain licenses,,
2016,Brazil,BRA,For certain licenses,,
2017,Brazil,BRA,For certain licenses,,
2018,Brazil,BRA,For certain licenses,,
2019,Brazil,BRA,For certain licenses,,
2020,Brazil,BRA,For certain licenses,,
2012,Bahamas,BHS,No,,
2013,Bahamas,BHS,No,,
2014,Bahamas,BHS,For certain licenses,,
2016,Bahamas,BHS,No,,
2017,Bahamas,BHS,No,,
2018,Bahamas,BHS,No,,
2019,Bahamas,BHS,For certain licenses,,
2020,Bahamas,BHS,For certain licenses,,
2012,Burundi,BDI,No,,
2016,Burundi,BDI,No,,
2018,Burundi,BDI,No,,
2019,Burundi,BDI,No,,
2020,Burundi,BDI,No,,
2014,Belgium,BEL,No,,
2015,Belgium,BEL,No,,
2016,Belgium,BEL,No,,
2017,Belgium,BEL,No,,
2018,Belgium,BEL,No,,
2019,Belgium,BEL,No,,
2020,Belgium,BEL,No,,
2014,Benin,BEN,No,,
2015,Benin,BEN,For certain licenses,,
2016,Benin,BEN,Yes,,
2017,Benin,BEN,Yes,,
2018,Benin,BEN,Yes,,
2019,Benin,BEN,No,,
2020,Benin,BEN,No,,
2012,Burkina Faso,BFA,For certain licenses,,
2014,Burkina Faso,BFA,No,,
2015,Burkina Faso,BFA,For certain licenses,,
2017,Burkina Faso,BFA,No,,
2018,Burkina Faso,BFA,For certain licenses,,
2019,Burkina Faso,BFA,For certain licenses,,
2012,Bangladesh,BGD,For certain licenses,,
2013,Bangladesh,BGD,For certain licenses,,
2015,Bangladesh,BGD,No,,
2018,Bangladesh,BGD,No,,
2020,Bangladesh,BGD,No,,
2013,Bahrain,BHR,No,,
2014,Bahrain,BHR,For certain licenses,,
2015,Bahrain,BHR,For certain licenses,,
2013,Belarus,BLR,No,,
2018,Belarus,BLR,No,,
2019,Belarus,BLR,No,,
2020,Belarus,BLR,No,,
2014,Belize,BLZ,No,,
2016,Belize,BLZ,No,,
2019,Belize,BLZ,No,,
2019,Bolivia (Plurinational State of),BOL,No,,
2012,Botswana,BWA,For certain licenses,,
2013,Botswana,BWA,For certain licenses,,
2019,Botswana,BWA,No,,
2020,Botswana,BWA,No,,
2014,Barbados,BRB,No,,
2015,Myanmar,MMR,No,,
2017,Myanmar,MMR,For certain licenses,,
2018,Myanmar,MMR,Yes,,
2019,Myanmar,MMR,For certain licenses,,
