year,country,iso,value,note,source
2018,Afghanistan,AFG,No,,
2019,Afghanistan,AFG,No,,
2020,Afghanistan,AFG,No,,
2016,South Africa,ZAF,Yes,,
2017,South Africa,ZAF,Yes,,
2018,South Africa,ZAF,Yes,,
2019,South Africa,ZAF,Yes,,
2020,South Africa,ZAF,Yes,,
2018,Angola,AGO,No,,
2016,Albania,ALB,No,,
2017,Albania,ALB,No,,
2018,Albania,ALB,No,,
2020,Albania,ALB,No,,
2016,Algeria,DZA,Yes,,
2017,Algeria,DZA,Yes,,
2018,Algeria,DZA,Yes,,
2019,Algeria,DZA,Yes,,
2020,Algeria,DZA,Yes,,
2017,Argentina,ARG,Yes,,
2018,Argentina,ARG,Yes,,
2019,Argentina,ARG,Yes,,
2020,Argentina,ARG,Yes,,
2016,Armenia,ARM,No,,
2018,Armenia,ARM,No,,
2019,Armenia,ARM,No,,
2020,Armenia,ARM,No,,
2016,Saudi Arabia,SAU,Yes,,
2017,Saudi Arabia,SAU,Yes,,
2018,Saudi Arabia,SAU,Yes,,
2019,Saudi Arabia,SAU,Yes,,
2020,Saudi Arabia,SAU,Yes,,
2017,Australia,AUS,Yes,,
2018,Australia,AUS,Yes,,
2019,Australia,AUS,Yes,,
2020,Australia,AUS,Yes,,
2016,Austria,AUT,No,,
2017,Austria,AUT,No,,
2018,Austria,AUT,No,,
2019,Austria,AUT,Yes,,
2016,Brazil,BRA,Yes,,
2017,Brazil,BRA,Yes,,
2018,Brazil,BRA,Yes,,
2019,Brazil,BRA,Yes,,
2020,Brazil,BRA,Yes,,
2016,Bahamas,BHS,Yes,,
2017,Bahamas,BHS,Yes,,
2018,Bahamas,BHS,Yes,,
2019,Bahamas,BHS,Yes,,
2020,Bahamas,BHS,Yes,,
2016,Burundi,BDI,No,,
2018,Burundi,BDI,No,,
2019,Burundi,BDI,No,,
2020,Burundi,BDI,No,,
2016,Belgium,BEL,No,,
2017,Belgium,BEL,No,,
2018,Belgium,BEL,No,,
2019,Belgium,BEL,No,,
2020,Belgium,BEL,No,,
2016,Benin,BEN,Yes,,
2017,Benin,BEN,Yes,,
2018,Benin,BEN,Yes,,
2019,Benin,BEN,Yes,,
2020,Benin,BEN,Yes,,
2017,Burkina Faso,BFA,Yes,,
2018,Burkina Faso,BFA,Yes,,
2019,Burkina Faso,BFA,Yes,,
2018,Bangladesh,BGD,No,,
2020,Bangladesh,BGD,No,,
2018,Belize,BLZ,Yes,,
2019,Belize,BLZ,Yes,,
2019,Bolivia (Plurinational State of),BOL,No,,
2019,Botswana,BWA,Yes,,
2020,Botswana,BWA,Yes,,
2018,Brunei Darussalam,BRN,No,,
2019,Brunei Darussalam,BRN,No,,
2016,Bhutan,BTN,No,,
2020,Bhutan,BTN,No,,
2016,Bulgaria,BGR,Yes,,
2017,Bulgaria,BGR,Yes,,
2018,Bulgaria,BGR,Yes,,
2019,Bulgaria,BGR,Yes,,
2020,Bulgaria,BGR,Yes,,
2019,Central African Rep.,CAF,Yes,,
2020,Central African Rep.,CAF,Yes,,
2016,Canada,CAN,Yes,,
2017,Canada,CAN,Yes,,
2018,Canada,CAN,Yes,,
2019,Canada,CAN,Yes,,
2020,Canada,CAN,Yes,,
2017,Cambodia,KHM,No,,
2018,Cambodia,KHM,No,,
2019,Cambodia,KHM,No,,
2020,Cambodia,KHM,No,,
2018,Colombia,COL,Yes,,
2019,Colombia,COL,Yes,,
2020,Colombia,COL,Yes,,
2019,Sri Lanka,LKA,No,,
2020,Sri Lanka,LKA,No,,
2019,Cameroon,CMR,No,,
2020,Cameroon,CMR,Yes,,
2017,Congo (Rep. of the),COG,Yes,,
2018,Congo (Rep. of the),COG,Yes,,
2019,Congo (Rep. of the),COG,Yes,,
2020,Congo (Rep. of the),COG,Yes,,
2016,Comoros,COM,Yes,,
2018,Comoros,COM,Yes,,
2019,Comoros,COM,Yes,,
2020,Comoros,COM,Yes,,
2016,Cabo Verde,CPV,Yes,,
2019,Cabo Verde,CPV,Yes,,
2020,Cabo Verde,CPV,Yes,,
2020,Côte d'Ivoire,CIV,Yes,,
2016,Costa Rica,CRI,Yes,,
2017,Costa Rica,CRI,Yes,,
2018,Costa Rica,CRI,Yes,,
2019,Costa Rica,CRI,Yes,,
2020,Costa Rica,CRI,Yes,,
2016,Cyprus,CYP,No,,
2017,Cyprus,CYP,No,,
2016,Germany,DEU,No,,
2018,Germany,DEU,No,,
2019,Germany,DEU,No,,
2020,Germany,DEU,No,,
2016,Dominica,DMA,Yes,,
2016,Dominican Rep.,DOM,Yes,,
2017,Dominican Rep.,DOM,Yes,,
2018,Dominican Rep.,DOM,Yes,,
2019,Dominican Rep.,DOM,Yes,,
2020,Dominican Rep.,DOM,Yes,,
2016,Spain,ESP,No,,
2017,Spain,ESP,No,,
2018,Spain,ESP,No,,
2019,Spain,ESP,No,,
2020,Spain,ESP,No,,
2019,Egypt,EGY,No,,
2020,Egypt,EGY,Yes,,
2018,Ecuador,ECU,No,,
2019,Ecuador,ECU,No,,
2020,Ecuador,ECU,No,,
2016,Estonia,EST,No,,
2017,Estonia,EST,Yes,,
2018,Estonia,EST,Yes,,
2019,Estonia,EST,Yes,,
2020,Estonia,EST,Yes,,
2016,France,FRA,Yes,,
2017,France,FRA,Yes,,
2018,France,FRA,Yes,,
2019,France,FRA,Yes,,
2020,France,FRA,Yes,,
2016,Finland,FIN,Yes,,
2018,Finland,FIN,Yes,,
2019,Finland,FIN,Yes,,
2020,Finland,FIN,Yes,,
2019,Micronesia,FSM,Yes,,
2020,Micronesia,FSM,Yes,,
2018,United Kingdom,GBR,Yes,,
2019,United Kingdom,GBR,Yes,,
2020,United Kingdom,GBR,Yes,,
2017,Gabon,GAB,Yes,,
2018,Gabon,GAB,Yes,,
2019,Gabon,GAB,Yes,,
2020,Gabon,GAB,Yes,,
2018,Ghana,GHA,Yes,,
2019,Ghana,GHA,Yes,,
2020,Ghana,GHA,Yes,,
2020,Guinea-Bissau,GNB,Yes,,
2016,Equatorial Guinea,GNQ,No,,
2018,Equatorial Guinea,GNQ,Yes,,
2019,Equatorial Guinea,GNQ,Yes,,
2020,Equatorial Guinea,GNQ,Yes,,
2016,Greece,GRC,No,,
2017,Greece,GRC,No,,
2018,Greece,GRC,No,,
2019,Greece,GRC,No,,
2020,Greece,GRC,No,,
2020,Grenada,GRD,Yes,,
